OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier,cluster
313772,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,Childhood,Autosomal recessive,2,7
314603,Autosomal recessive spastic ataxia with leukoencephalopathy,"Adolescent, Adult, Childhood",Autosomal recessive,2,7
314597,Chudley-McCullough syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
314613,Growing teratoma syndrome,Adult,Not applicable,3,5
314575,Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
314572,Autosomal recessive leukoencephalopathy-ischemic stroke-retinitis pigmentosa syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
314588,Distal triplication 15q syndrome,"Infancy, Neonatal","Not applicable, Unknown",2,14
314585,15q overgrowth syndrome,"Antenatal, Infancy, Neonatal","Not applicable, Unknown",2,14
314485,Young adult-onset distal hereditary motor neuropathy,Adult,Autosomal recessive,3,0
314566,Primary progressive apraxia of speech,Adult,Unknown,3,0
314555,Facial dysmorphism-ocular anomalies-osteopenia-intellectual disability-dental anomalies syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
314466,Atypical Meigs syndrome,Adult,Not applicable,3,5
314459,Pseudo-Meigs syndrome,Adult,Not applicable,3,5
314478,Ovarian fibrothecoma,Adult,Not applicable,3,5
314473,Ovarian fibroma,Adult,Not applicable,3,5
314422,Ameloblastic carcinoma,All ages,Not applicable,3,5
314432,Spigelian hernia-cryptorchidism syndrome,"Infancy, Neonatal",Not applicable,2,14
314451,Meigs syndrome,Adult,Not applicable,3,5
314394,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
314399,Autosomal dominant aplasia and myelodysplasia,Childhood,Autosomal dominant,2,7
314404,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,Adult,"Autosomal dominant, Not applicable",3,13
314419,Ameloblastoma,All ages,Not applicable,3,10
314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,"Infancy, Neonatal",Autosomal dominant,2,1
314376,Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency,Neonatal,Autosomal recessive,1,2
314381,Hereditary sensory and autonomic neuropathy type 6,"Infancy, Neonatal",Autosomal recessive,1,2
314389,Xq12-q13.3 duplication syndrome,"Infancy, Neonatal",X-linked recessive,2,14
314034,7p22.1 microduplication syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
314041,Marfanoid habitus-inguinal hernia-advanced bone age syndrome,"Antenatal, Infancy, Neonatal",Unknown,2,14
314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,"Infancy, Neonatal",No data available,2,1
306682,Manganese poisoning,All ages,Unknown,3,6
306674,Kufor-Rakeb syndrome,"Adolescent, Childhood",Autosomal recessive,2,7
306669,Hemiparkinsonism-hemiatrophy syndrome,"Adolescent, Adult",Unknown,3,6
306692,Cyanide-induced parkinsonism-dystonia,All ages,Unknown,3,6
306686,Delayed encephalopathy due to carbon monoxide poisoning,All ages,Unknown,3,6
306741,Hemidystonia-hemiatrophy syndrome,"Adolescent, Adult, Childhood, Infancy, Neonatal",Not applicable,2,14
306734,"Primary dystonia, DYT21 type",Adult,Autosomal dominant,3,13
306731,Sydenham chorea,"Adolescent, Adult, Childhood",Unknown,2,14
308166,Erythrokeratoderma variabilis progressiva,"Childhood, Infancy, Neonatal",Unknown,2,14
308380,Methylcobalamin deficiency type cblDv1,Unknown,Autosomal recessive,3,3
308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,Unknown,Autosomal recessive,3,3
308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,Unknown,Autosomal recessive,3,3
308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,Unknown,Autosomal recessive,3,3
308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,Childhood,Autosomal recessive,2,7
308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,"Childhood, Infancy",Autosomal recessive,2,7
307766,Curly hair-acral keratoderma-caries syndrome,"Adolescent, Childhood",Unknown,2,7
307804,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,Unknown,Autosomal recessive,3,3
307773,Autosomal dominant diffuse mutilating palmoplantar keratoderma,Unknown,Autosomal dominant,3,11
307936,Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome,"Infancy, Neonatal",Unknown,2,14
307995,Marginal papular palmoplantar keratoderma,Unknown,Autosomal dominant,3,11
308041,Autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature,Unknown,Autosomal recessive,3,3
308031,Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature,Unknown,Autosomal dominant,3,11
308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form",Unknown,Autosomal recessive,3,3
308712,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",Unknown,Autosomal recessive,3,3
308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form",Unknown,Autosomal recessive,3,3
308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form",Unknown,Autosomal recessive,3,3
309111,Combined pancreatic lipase-colipase deficiency,Neonatal,Unknown,3,14
309031,Pancreatic triacylglycerol lipase deficiency,Infancy,Not applicable,2,8
309108,Pancreatic colipase deficiency,Infancy,Autosomal recessive,2,7
309025,Mevalonate kinase deficiency,Infancy,Not applicable,2,7
309015,Familial lipoprotein lipase deficiency,"Childhood, Infancy","Autosomal dominant, Autosomal recessive",2,1
309020,Familial apolipoprotein C-II deficiency,"Adolescent, Childhood",Autosomal recessive,2,7
308487,Generalized galactose epimerase deficiency,Unknown,Autosomal recessive,3,3
178,Chordoma,Adult,"Autosomal dominant, Not applicable",3,13
308473,Erythrocyte galactose epimerase deficiency,Unknown,Autosomal recessive,3,3
2637,Microcephalic osteodysplastic primordial dwarfism type II,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,12
592,Macrophagic myofasciitis,"Adolescent, Adult, Childhood, Elderly",Not applicable,2,14
308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",Unknown,Autosomal recessive,3,3
308655,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form",Unknown,Autosomal recessive,3,3
308638,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form",Unknown,Autosomal recessive,3,3
308621,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form",Unknown,Autosomal recessive,3,3
308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset","Antenatal, Infancy, Neonatal",Autosomal recessive,1,12
309271,"Metachromatic leukodystrophy, adult form",Adult,Autosomal recessive,3,0
309282,"Alpha-mannosidosis, infantile form",Infancy,Autosomal recessive,2,12
309288,"Alpha-mannosidosis, adult form",Adult,Autosomal recessive,3,4
309246,"GM2 gangliosidosis, AB variant",Infancy,Autosomal recessive,2,7
309252,Atypical Gaucher disease due to saposin C deficiency,Unknown,Autosomal recessive,3,3
309256,"Metachromatic leukodystrophy, late infantile form",Infancy,Autosomal recessive,2,1
309263,"Metachromatic leukodystrophy, juvenile form","Adolescent, Childhood",Autosomal recessive,2,7
309324,"Free sialic acid storage disease, infantile form","Antenatal, Neonatal",Autosomal recessive,1,2
309331,Intermediate severe Salla disease,Unknown,Autosomal recessive,3,3
309334,Salla disease,Infancy,Autosomal recessive,2,7
309294,Sialidosis,All ages,Autosomal recessive,3,0
309297,Mucopolysaccharidosis type 4A,Childhood,Autosomal recessive,2,7
309310,Mucopolysaccharidosis type 4B,Unknown,Autosomal recessive,3,3
309147,Hyper-beta-alaninemia,Neonatal,Unknown,3,14
309185,"Tay-Sachs disease, juvenile form",Unknown,Autosomal recessive,3,3
309178,"Tay-Sachs disease, infantile form",Unknown,Autosomal recessive,3,3
309192,"Tay-Sachs disease, adult form",Unknown,Autosomal recessive,3,3
309155,"Sandhoff disease, infantile form",Infancy,Autosomal recessive,2,12
309169,"Sandhoff disease, adult form",Adult,Autosomal recessive,3,4
309162,"Sandhoff disease, juvenile form","Adolescent, Childhood",Autosomal recessive,2,1
300547,Autosomal recessive infantile hypercalcemia,"Infancy, Neonatal",Autosomal recessive,1,2
300552,Follicular cholangitis and pancreatitis,Adult,Unknown,3,0
300557,Carcinoma of the ampulla of Vater,Adult,Not applicable,3,5
300564,Combined pulmonary fibrosis-emphysema syndrome,Adult,Not applicable,3,5
300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,"Infancy, Neonatal",Autosomal dominant,2,1
300573,Polymicrogyria due to TUBB2B mutation,"Infancy, Neonatal",Autosomal dominant,2,1
300579,Staphylococcal toxemia,All ages,Unknown,3,6
300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,"Antenatal, Infancy, Neonatal",X-linked recessive,2,1
300501,Painful orbital and systemic neurofibromas-marfanoid habitus syndrome,Adolescent,Unknown,3,6
300504,Onychocytic matricoma,"Adolescent, Adult, Childhood, Elderly",Unknown,2,14
300512,Onychomatricoma,All ages,Unknown,3,0
300525,Pseudohypoaldosteronism type 2D,Unknown,"Autosomal dominant, Autosomal recessive",3,11
300530,Pseudohypoaldosteronism type 2E,Unknown,Autosomal dominant,3,11
300536,DDOST-CDG,"Infancy, Neonatal",Autosomal recessive,1,2
300849,Diffuse large B-cell lymphoma of the central nervous system,Unknown,"Multigenic/multifactorial, Not applicable",3,9
300846,Aggressive B-cell non-Hodgkin lymphoma,Adult,Unknown,3,6
300865,Primary cutaneous anaplastic large cell lymphoma,"Adolescent, Adult, Childhood",Unknown,2,14
300857,T-cell/histiocyte rich large B cell lymphoma,"Adolescent, Adult, Childhood, Elderly","Multigenic/multifactorial, Not applicable",2,7
300878,Hairy cell leukemia variant,"Adult, Elderly",Unknown,3,0
300895,ALK-positive anaplastic large cell lymphoma,"Adolescent, Adult, Childhood",Not applicable,2,14
300605,Juvenile amyotrophic lateral sclerosis,Childhood,Autosomal recessive,2,7
300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,Adult,Autosomal dominant,3,13
300842,Indolent B-cell non-Hodgkin lymphoma,Adult,Unknown,3,6
300903,ALK-negative anaplastic large cell lymphoma,Adult,Not applicable,3,5
300912,Marginal zone lymphoma,Adult,Unknown,3,0
306431,Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,Adult,Not applicable,3,5
306550,FADD-related immunodeficiency,"Infancy, Neonatal",Autosomal recessive,1,2
306553,Myospherulosis,Adult,Not applicable,3,5
306542,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
306547,Porencephaly-microcephaly-bilateral congenital cataract syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
306530,Congenital hereditary facial paralysis-variable hearing loss syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
306527,Isolated hereditary congenital facial paralysis,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1,2
306516,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis,"Childhood, Infancy",Autosomal recessive,2,7
306511,Autosomal recessive spastic paraplegia type 48,Adult,Autosomal recessive,3,0
306498,PTEN hamartoma tumor syndrome,All ages,Autosomal dominant,3,4
306504,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
306661,Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome,Unknown,Autosomal recessive,3,3
306658,Familial normophosphatemic tumoral calcinosis,Infancy,Autosomal recessive,2,12
306644,Complication after organ transplantation,All ages,Not applicable,3,10
306617,X-linked complicated spastic paraplegia type 1,"Antenatal, Infancy, Neonatal",X-linked recessive,2,8
306577,Hereditary sodium channelopathy-related small fibers neuropathy,No data available,Autosomal dominant,3,11
306558,Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome,Neonatal,Autosomal recessive,1,2
295195,Synpolydactyly type 1,Unknown,Autosomal dominant,3,11
295191,Zygodactyly type 3,Unknown,Autosomal dominant,3,11
295201,"Congenital vertical talus, unilateral",Unknown,Autosomal dominant,3,11
295203,"Congenital vertical talus, bilateral",Unknown,Autosomal dominant,3,11
295197,Synpolydactyly type 2,Unknown,Autosomal dominant,3,11
295239,"Macrodactyly of fingers, unilateral",Unknown,Autosomal dominant,3,11
295243,"Macrodactyly of toes, unilateral",Unknown,Autosomal dominant,3,11
298644,Disorder of thiamine metabolism and transport,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1,12
300179,Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency,"Infancy, Neonatal",Autosomal recessive,1,2
300319,Charcot-Marie-Tooth disease type 2P,"Adolescent, Adult","Autosomal dominant, Autosomal recessive",3,4
300324,Persistent polyclonal B-cell lymphocytosis,No data available,Multigenic/multifactorial,3,11
300313,Congenital cataract-hearing loss-severe developmental delay syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
300298,Severe congenital hypochromic anemia with ringed sideroblasts,"Infancy, Neonatal",Unknown,2,14
300305,11p15.4 microduplication syndrome,"Infancy, Neonatal",Autosomal dominant,2,1
