OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier
431329,Autosomal recessive spastic paraplegia type 57,Infancy,Autosomal recessive,2
431255,Scapuloperoneal spinal muscular atrophy,"Childhood, Infancy, Neonatal",Autosomal dominant,2
431149,Combined immunodeficiency due to OX40 deficiency,Childhood,Autosomal recessive,2
431166,Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,Infancy,Autosomal recessive,2
435438,Progressive myoclonic epilepsy type 7,Childhood,Autosomal dominant,2
435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,"Adult, Childhood",Autosomal dominant,2
435372,Anterior urethral valve,"Adolescent, Antenatal, Childhood, Infancy, Neonatal",Not applicable,2
435329,Familial ossifying fibroma,"Adolescent, Adult, Childhood",Autosomal dominant,2
434809,Syndrome with woolly hair,Neonatal,,3
434179,Orofaciodigital syndrome type 14,"Antenatal, Neonatal",Autosomal recessive,1
504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,"Adult, Elderly",Autosomal recessive,3
504523,Severe combined immunodeficiency due to LAT deficiency,Infancy,Autosomal recessive,2
504530,Combined immunodeficiency due to Moesin deficiency,Childhood,X-linked recessive,2
26793,Very long chain acyl-CoA dehydrogenase deficiency,"Infancy, Neonatal",Autosomal recessive,1
29072,Hereditary pheochromocytoma-paraganglioma,Childhood,Autosomal dominant,2
28378,Tyrosinemia type 2,"Adolescent, Childhood, Infancy, Neonatal",Autosomal recessive,1
29207,Reactive arthritis,"Adolescent, Adult, Elderly","Multigenic/multifactorial, Not applicable",3
29073,Multiple myeloma,Adult,Not applicable,3
29822,Spontaneous periodic hypothermia,All ages,Unknown,3
30391,Isolated biliary atresia,"Antenatal, Infancy, Neonatal",Multigenic/multifactorial,2
320,Apparent mineralocorticoid excess,"Infancy, Neonatal",Autosomal recessive,1
724,Idiopathic acute eosinophilic pneumonia,All ages,Unknown,3
230,Dopamine beta-hydroxylase deficiency,"Adolescent, Adult, Childhood, Infancy, Neonatal",Autosomal recessive,1
725,Developmental and epileptic encephalopathy with spike-wave activation in sleep,Childhood,"Autosomal dominant, Not applicable",2
590,Congenital myasthenic syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1
404,Familial hyperaldosteronism type II,Adult,Autosomal dominant,3
756,Pseudohypoaldosteronism type 1,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1
162,Congenital cataract-anterior segment dysgenesis syndrome,"Infancy, Neonatal",Autosomal dominant,2
544,Diffuse large B-cell lymphoma,Adult,"Multigenic/multifactorial, Not applicable",3
545,Follicular lymphoma,Adult,"Multigenic/multifactorial, Not applicable",3
88,Idiopathic aplastic anemia,Adult,Unknown,3
102,Multiple system atrophy,Adult,"Multigenic/multifactorial, Not applicable",3
824,Primary myelofibrosis,Adult,Not applicable,3
748,Mendelian susceptibility to mycobacterial diseases,All ages,"Autosomal dominant, Autosomal recessive, X-linked recessive",3
729,Polycythemia vera,All ages,Not applicable,3
25980,X-linked myopathy with excessive autophagy,"Adolescent, Adult, Childhood, Infancy, Neonatal",X-linked recessive,2
26137,Juvenile temporal arteritis,Childhood,Unknown,2
26106,Hereditary diffuse gastric cancer,Adult,Autosomal dominant,3
505395,Ventilator-induced diaphragmatic dysfunction,All ages,,3
25968,Self-limited childhood occipital epilepsy,"Adolescent, Childhood, Infancy",Not applicable,2
26790,Pseudomyxoma peritonei,Adult,Unknown,3
26792,Short chain acyl-CoA dehydrogenase deficiency,"Childhood, Infancy, Neonatal",Autosomal recessive,1
26791,Multiple acyl-CoA dehydrogenase deficiency,All ages,Autosomal recessive,3
26349,Protein S acquired deficiency,,Not applicable,3
831,Congenital cervical spinal stenosis,"Adolescent, Adult",,3
49,Penile agenesis,"Antenatal, Neonatal",,3
227,Diphallia,"Infancy, Neonatal",,2
674,Accessory pancreas,"Infancy, Neonatal",Not applicable,2
353,Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5,Childhood,Autosomal recessive,2
219,Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,Childhood,Autosomal recessive,2
641,Multifocal motor neuropathy,Adult,Unknown,3
119,Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,"Adolescent, Childhood",Autosomal recessive,2
603,"Distal myopathy, Welander type",Adult,Autosomal dominant,3
505227,Combined immunodeficiency due to GINS1 deficiency,"Antenatal, Neonatal",Autosomal recessive,1
588,Muscle-eye-brain disease,"Antenatal, Infancy, Neonatal",Autosomal recessive,1
505237,Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome,Infancy,Autosomal recessive,2
899,Walker-Warburg syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1
505216,3-methylglutaconic aciduria type 9,Infancy,Autosomal recessive,2
272,"Congenital muscular dystrophy, Fukuyama type",Infancy,Autosomal recessive,2
505208,3-methylglutaconic aciduria type 8,Neonatal,Autosomal recessive,1
268,Dysferlin-related limb-girdle muscular dystrophy R2,"Adolescent, Adult",Autosomal recessive,3
263,Limb-girdle muscular dystrophy,All ages,"Autosomal dominant, Autosomal recessive",3
600,Vocal cord and pharyngeal distal myopathy,Adult,Autosomal dominant,3
505248,Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,Infancy,Autosomal recessive,2
609,Tibial muscular dystrophy,Adult,"Autosomal dominant, Autosomal recessive",3
602,GNE myopathy,"Adolescent, Adult","Autosomal dominant, Autosomal recessive",3
505242,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,Infancy,Autosomal recessive,2
508093,MEPAN syndrome,"Childhood, Infancy",Autosomal recessive,2
508533,Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome,"Antenatal, Neonatal",Autosomal recessive,1
508542,Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome,Neonatal,Autosomal recessive,1
508410,Familial intestinal malrotation,All ages,,3
508512,Intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome,"Antenatal, Neonatal",Autosomal recessive,1
508529,Intermediate epidermolysis bullosa simplex with cardiomyopathy,Neonatal,Autosomal dominant,3
508523,Hyperphenylalaninemia due to DNAJC12 deficiency,Infancy,Autosomal recessive,2
508488,8q24.3 microdeletion syndrome,"Antenatal, Neonatal",Not applicable,3
508476,Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome,Neonatal,Autosomal recessive,1
508501,Orofaciodigital syndrome type 18,Neonatal,Autosomal recessive,1
508498,Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome,"Infancy, Neonatal",Autosomal dominant,2
505652,CDKL5-deficiency disorder,"Infancy, Neonatal",X-linked dominant,2
506334,Familial steroid-resistant nephrotic syndrome with adrenal insufficiency,,Autosomal recessive,3
506307,Stromme syndrome,Antenatal,Autosomal recessive,1
506358,Gabriele-de Vries syndrome,"Antenatal, Neonatal",Autosomal dominant,3
506353,Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction,"Childhood, Infancy",Autosomal recessive,2
506060,Functioning neuroendocrine tumor of pancreas,"Adult, Elderly",,3
506075,Non-functioning neuroendocrine tumor of pancreas,"Adult, Elderly",,3
495274,Charcot-Marie-Tooth disease type 2T,Adult,Autosomal recessive,3
495844,C11ORF73-related autosomal recessive hypomyelinating leukodystrophy,Infancy,Autosomal recessive,2
495818,9q33.3q34.11 microdeletion syndrome,"Childhood, Infancy",Not applicable,2
495879,Congenital agenesis of the scrotum,Neonatal,,3
495875,Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome,Neonatal,Autosomal recessive,1
495930,Familial monosomy 7 syndrome,"Childhood, Infancy",,2
496641,Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome,"Infancy, Neonatal",Autosomal recessive,1
496686,Kyphosis-lateral tongue atrophy-myofibrillar myopathy syndrome,"Childhood, Infancy, Neonatal",Autosomal recessive,1
496689,Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,"Infancy, Neonatal",Autosomal recessive,1
496693,Omphalocele-diaphragmatic hernia-cardiovascular anomalies-radial ray defect syndrome,"Antenatal, Neonatal",,3
496751,EVEN-plus syndrome,Antenatal,Autosomal recessive,1
496756,Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome,"Infancy, Neonatal",Autosomal recessive,1
496790,Ocular anomalies-axonal neuropathy-developmental delay syndrome,"Infancy, Neonatal",Autosomal dominant,2
494433,MIRAGE syndrome,"Antenatal, Neonatal",Autosomal dominant,3
494439,Retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome,"Childhood, Infancy",Autosomal recessive,2
494424,Extracranial carotid artery aneurysm,"Adult, Elderly",,3
494428,Idiopathic pleuroparenchymal fibroelastosis,"Adolescent, Adult, Elderly",,3
494451,Vulvar basal cell carcinoma,"Adult, Elderly",,3
494454,Vulvar adenocarcinoma,"Adult, Elderly",,3
494444,DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome,"Childhood, Infancy, Neonatal",Autosomal dominant,2
494448,Vulvar squamous cell carcinoma,"Adult, Elderly",,3
494344,RERE-related neurodevelopmental syndrome,"Antenatal, Neonatal",Autosomal dominant,3
494418,Vulvar carcinoma,"Adult, Elderly",,3
494421,Sacrococcygeal teratoma,All ages,,3
494547,Squamous cell carcinoma of the hypopharynx,"Adult, Elderly",Not applicable,3
494541,Childhood-onset benign chorea with striatal involvement,Childhood,Autosomal dominant,2
494526,Infantile-onset generalized dyskinesia with orofacial involvement,Infancy,Autosomal recessive,2
494550,Squamous cell carcinoma of the larynx,"Adolescent, Adult, Childhood, Elderly",Not applicable,2
500180,Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,Childhood,Autosomal dominant,2
500188,X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome,Neonatal,X-linked recessive,3
68,Amoebiasis due to free-living amoebae,All ages,Not applicable,3
781,Q fever,All ages,Not applicable,3
500150,ZTTK syndrome,Neonatal,Autosomal dominant,3
500159,Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom,"Childhood, Infancy",Autosomal dominant,2
500163,Witteveen-Kolk syndrome,"Antenatal, Neonatal",Autosomal dominant,3
302,Inherited epidermodysplasia verruciformis,All ages,Autosomal recessive,3
297,Tick-borne encephalitis,All ages,Not applicable,3
