OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance
251282,Autosomal dominant spastic ataxia type 1,"Adolescent, Adult, Childhood",Autosomal dominant
251274,Familial hyperaldosteronism type III,"Adolescent, Childhood, Infancy",Autosomal dominant
2278,Ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,Neonatal,
251262,Familial osteochondritis dissecans,Childhood,Autosomal dominant
2291,Congenital velopharyngeal incompetence,Neonatal,Autosomal dominant
251347,Ataxia-telangiectasia-like disorder,"Infancy, Neonatal",Autosomal recessive
2289,Neuronal intranuclear inclusion disease,"Adolescent, Adult, Childhood, Infancy",Autosomal dominant
2290,Microvillus inclusion disease,"Infancy, Neonatal",Autosomal recessive
2287,Fused mandibular incisors,"Adolescent, Adult, Childhood",
251304,Infantile onset panniculitis with uveitis and systemic granulomatosis,"Infancy, Neonatal",Not applicable
2674,Cyprus facial-neuromusculoskeletal syndrome,"Antenatal, Neonatal",Autosomal dominant
2673,Neurofaciodigitorenal syndrome,"Antenatal, Neonatal",
2672,Neuhauser-Eichner-Opitz syndrome,"Childhood, Infancy",Autosomal dominant
254857,Lethal infantile mitochondrial myopathy,"Infancy, Neonatal",Mitochondrial inheritance
2678,Familial isolated café-au-lait macules,Childhood,Autosomal dominant
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,"Infancy, Neonatal",Mitochondrial inheritance
254851,Mitochondrial DNA-related dystonia,Childhood,Mitochondrial inheritance
254854,Pure mitochondrial myopathy,"Adolescent, Childhood",Mitochondrial inheritance
2668,Nephropathy-deafness-hyperparathyroidism syndrome,Childhood,Autosomal recessive
2663,Nathalie syndrome,Childhood,
2662,Keipert syndrome,"Antenatal, Infancy, Neonatal",X-linked recessive
254803,"Mitochondrial DNA depletion syndrome, encephalomyopathic form","Infancy, Neonatal",Autosomal recessive
2671,Neu-Laxova syndrome,Antenatal,Autosomal recessive
1475,Renal coloboma syndrome,Childhood,Autosomal dominant
2670,Pierson syndrome,"Childhood, Neonatal",Autosomal recessive
2669,Nephrosis-deafness-urinary tract-digital malformations syndrome,"Infancy, Neonatal",Unknown
254930,Combined oxidative phosphorylation defect type 7,"Childhood, Infancy",Autosomal recessive
254925,Combined oxidative phosphorylation defect type 4,Neonatal,Autosomal recessive
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,Neonatal,Autosomal recessive
254920,Combined oxidative phosphorylation defect type 2,Neonatal,Autosomal recessive
2695,Bifid nose,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive"
254913,Isolated ATP synthase deficiency,Neonatal,Autosomal recessive
255182,Pyruvate dehydrogenase E3-binding protein deficiency,"Infancy, Neonatal",Autosomal recessive
2701,Noonan syndrome-like disorder with loose anagen hair,"Antenatal, Infancy, Neonatal",Autosomal dominant
255138,Pyruvate dehydrogenase E1-beta deficiency,Childhood,Autosomal recessive
2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,Childhood,Autosomal dominant
2699,Median nodule of the upper lip,"Infancy, Neonatal",Autosomal dominant
254881,Spinocerebellar ataxia with epilepsy,"Adolescent, Childhood",Autosomal recessive
254875,"Mitochondrial DNA depletion syndrome, myopathic form","Infancy, Neonatal",Autosomal recessive
254871,"Mitochondrial DNA depletion syndrome, hepatocerebral form","Infancy, Neonatal",Autosomal recessive
254902,Renal tubulopathy-encephalopathy-liver failure syndrome,"Infancy, Neonatal",Autosomal recessive
2690,Neutropenia-monocytopenia-deafness syndrome,"Infancy, Neonatal",Unknown
254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,"Infancy, Neonatal",Autosomal recessive
2712,Oculofaciocardiodental syndrome,"Infancy, Neonatal",X-linked dominant
2714,Oculo-palato-cerebral syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive
2713,Oculoosteocutaneous syndrome,"Infancy, Neonatal",Autosomal recessive
2715,Severe oculo-renal-cerebellar syndrome,Infancy,Autosomal recessive
2718,Oculotrichodysplasia,Childhood,Autosomal recessive
2717,Oculotrichoanal syndrome,"Infancy, Neonatal",Autosomal recessive
2704,Urofacial syndrome,Childhood,Autosomal recessive
2703,Port-wine nevi-mega cisterna magna-hydrocephalus syndrome,Antenatal,
255210,Mitochondrial DNA-associated Leigh syndrome,"Childhood, Infancy",Mitochondrial inheritance
255229,Navajo neurohepatopathy,"Childhood, Infancy",Autosomal recessive
2707,"Oculocerebrofacial syndrome, Kaufman type","Antenatal, Neonatal",Autosomal recessive
255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy","Infancy, Neonatal",Autosomal recessive
2710,Oculodentodigital dysplasia,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
2709,"Oculodental syndrome, Rutherfurd type","Infancy, Neonatal",Autosomal dominant
2728,"Blepharophimosis-intellectual disability syndrome, Ohdo type","Infancy, Neonatal",Not applicable
2730,Postaxial tetramelic oligodactyly,Neonatal,
2732,Olivopontocerebellar atrophy-deafness syndrome,"Infancy, Neonatal",Autosomal recessive
2733,Omodysplasia,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
2719,"Oculocerebral hypopigmentation syndrome, Cross type",Neonatal,
2720,"Oculocerebral hypopigmentation syndrome, Preus type",Neonatal,
2721,Odonto-onycho-dermal dysplasia,Childhood,Autosomal recessive
2722,Odonto-onycho dysplasia-alopecia syndrome,Neonatal,
2723,Odontotrichomelic syndrome,Childhood,Autosomal recessive
260305,Autosomal recessive sideroblastic anemia,"Infancy, Neonatal",Autosomal recessive
2755,Orofaciodigital syndrome type 8,"Infancy, Neonatal",X-linked recessive
2754,Orofaciodigital syndrome type 6,"Infancy, Neonatal","Autosomal recessive, X-linked recessive"
2753,Orofaciodigital syndrome type 4,"Antenatal, Infancy, Neonatal",Autosomal recessive
2751,Orofaciodigital syndrome type 2,"Antenatal, Infancy, Neonatal",Autosomal recessive
2750,Orofaciodigital syndrome type 1,"Antenatal, Infancy, Neonatal","Not applicable, X-linked dominant"
2743,Ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,Neonatal,
661,Congenital central hypoventilation syndrome,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2736,Lethal omphalocele-cleft palate syndrome,"Antenatal, Neonatal",Autosomal recessive
2776,Autosomal recessive distal osteolysis syndrome,Childhood,Autosomal recessive
2777,Osteomesopyknosis,"Adolescent, Adult, Childhood",Autosomal dominant
254361,Plectin-related limb-girdle muscular dystrophy R17,Childhood,Autosomal recessive
2774,Multicentric carpo-tarsal osteolysis with or without nephropathy,Childhood,Autosomal dominant
254351,Distal 7q11.23 microdeletion syndrome,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2769,"Familial osteodysplasia, Anderson type",Neonatal,
254346,19p13.12 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
254343,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome,Childhood,Autosomal recessive
254334,Autosomal recessive intermediate Charcot-Marie-Tooth disease type B,"Infancy, Neonatal",Autosomal recessive
2768,Blount disease,"Childhood, Infancy",Autosomal recessive
2762,Progressive osseous heteroplasia,"Childhood, Infancy",Autosomal dominant
2763,Osteocraniostenosis,"Antenatal, Neonatal",Autosomal dominant
252202,Constitutional mismatch repair deficiency syndrome,Childhood,Autosomal recessive
2759,Imperforate oropharynx-costovertebral anomalies syndrome,Neonatal,
2760,OSLAM syndrome,Neonatal,Autosomal dominant
254516,Temple syndrome,"Antenatal, Infancy, Neonatal","Autosomal dominant, Not applicable"
2793,Otoonychoperoneal syndrome,"Antenatal, Neonatal",Autosomal recessive
2792,Otofaciocervical syndrome,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive"
254519,Kagami-Ogata syndrome,"Antenatal, Infancy, Neonatal","Autosomal dominant, Not applicable"
254525,Temple syndrome due to paternal 14q32.2 microdeletion,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2798,Pachygyria-intellectual disability-epilepsy syndrome,Childhood,
2796,Pachydermoperiostosis,Childhood,"Autosomal dominant, Autosomal recessive"
254528,Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2789,Lateral meningocele syndrome,"Infancy, Neonatal",Autosomal dominant
2788,Osteoporosis-pseudoglioma syndrome,Childhood,Autosomal recessive
2791,Otodental syndrome,Childhood,Autosomal dominant
2783,Autosomal dominant osteopetrosis type 1,"Adolescent, Childhood",Autosomal dominant
2786,Osteoporosis-oculocutaneous hypopigmentation syndrome,"Infancy, Neonatal",Autosomal recessive
2780,Osteopathia striata-cranial sclerosis syndrome,"Antenatal, Infancy, Neonatal",X-linked dominant
2779,Osteopathia striata-pigmentary dermopathy-white forelock syndrome,Neonatal,"Autosomal dominant, X-linked dominant"
667,Autosomal recessive malignant osteopetrosis,"Infancy, Neonatal",Autosomal recessive
2815,Spastic paraparesis-deafness syndrome,Childhood,
2808,Laryngeal abductor paralysis,Neonatal,
2809,Familial recurrent peripheral facial palsy,"Adolescent, Adult, Childhood",
2812,Parana hard skin syndrome,Infancy,
2805,Partial pancreatic agenesis,"Infancy, Neonatal",Autosomal recessive
675,Annular pancreas,"Infancy, Neonatal","Autosomal dominant, Not applicable"
678,Papillon-Lefèvre syndrome,"Childhood, Infancy, Neonatal",Autosomal recessive
254534,Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2802,X-linked sideroblastic anemia and spinocerebellar ataxia,"Childhood, Infancy",X-linked recessive
254531,Temple syndrome due to paternal 14q32.2 hypomethylation,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2804,W syndrome,"Infancy, Neonatal",X-linked recessive
2491,Müllerian duct anomalies-limb anomalies syndrome,Neonatal,
2492,FATCO syndrome,"Antenatal, Neonatal",
2499,Metachondromatosis,Childhood,Autosomal dominant
2496,Mesomelia-synostoses syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant
2497,"Upper limb mesomelic dysplasia, type Fryns",Neonatal,
2502,Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome,"Infancy, Neonatal",Autosomal recessive
2500,Acrogeria,"Childhood, Infancy",Unknown
2501,"Metaphyseal chondrodysplasia, Spahr type",Childhood,Autosomal recessive
2504,Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome,"Infancy, Neonatal",Autosomal dominant
2505,Multiple benign circumferential skin creases on limbs,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
2511,Microbrachycephaly-ptosis-cleft lip syndrome,"Infancy, Neonatal",Autosomal recessive
2510,Micro syndrome,Childhood,Autosomal recessive
2508,Corpus callosum agenesis-abnormal genitalia syndrome,"Infancy, Neonatal",X-linked recessive
2516,Microcephaly-cardiac defect-lung malsegmentation syndrome,"Infancy, Neonatal",Autosomal recessive
2515,Microcephaly-cardiomyopathy syndrome,"Infancy, Neonatal",Autosomal recessive
2514,Autosomal dominant primary microcephaly,"Antenatal, Infancy, Neonatal",Autosomal dominant
2513,Microcephaly-albinism-digital anomalies syndrome,"Infancy, Neonatal",Unknown
2521,Microcephaly-cleft palate-abnormal retinal pigmentation syndrome,"Infancy, Neonatal",Unknown
2518,Autosomal recessive chorioretinopathy-microcephaly syndrome,Neonatal,Autosomal recessive
2524,Pontocerebellar hypoplasia type 2,"Infancy, Neonatal",Autosomal recessive
2523,Microcephaly-brain defect-spasticity-hypernatremia syndrome,Neonatal,
2522,Microcephaly-cervical spine fusion anomalies syndrome,"Antenatal, Neonatal",Autosomal recessive
2526,Microcephaly-lymphedema-chorioretinopathy syndrome,Neonatal,Autosomal dominant
2528,"Microcephaly-microcornea syndrome, Seemanova type","Infancy, Neonatal",
2533,Microcephaly-deafness-intellectual disability syndrome,"Infancy, Neonatal",
2536,Microcornea-glaucoma-absent frontal sinuses syndrome,"Childhood, Infancy, Neonatal",
261911,Partial deletion of the short arm of chromosome 7 syndrome,Antenatal,
2549,Oculoauriculovertebral spectrum with radial defects,"Antenatal, Neonatal",
2551,Microspherophakia-metaphyseal dysplasia syndrome,"Infancy, Neonatal",Autosomal dominant
2554,Ear-patella-short stature syndrome,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive"
2556,Microphthalmia with linear skin defects syndrome,Neonatal,X-linked dominant
2558,Mikati-Najjar-Sahli syndrome,"Infancy, Neonatal",Autosomal recessive
2557,Mietens syndrome,"Infancy, Neonatal",Autosomal recessive
2561,Pyramidal molars-abnormal upper lip syndrome,Childhood,Autosomal recessive
2560,Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome,"Infancy, Neonatal",Not applicable
2564,Tetramelic monodactyly,Antenatal,Autosomal dominant
2563,MOMO syndrome,"Infancy, Neonatal",Autosomal recessive
2565,Mononen-Karnes-Senac syndrome,"Infancy, Neonatal",X-linked dominant
575,Muckle-Wells syndrome,"Childhood, Infancy, Neonatal",Autosomal dominant
2572,Spastic ataxia-corneal dystrophy syndrome,Childhood,Autosomal recessive
2570,Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome,Antenatal,X-linked recessive
2571,X-linked immunoneurologic disorder,"Infancy, Neonatal",X-linked dominant
261183,15q11.2 microdeletion syndrome,"Infancy, Neonatal",Not applicable
2585,Ataxia-pancytopenia syndrome,"Adolescent, Adult, Childhood",Autosomal dominant
261144,FOXG1 syndrome due to 14q12 microdeletion,"Infancy, Neonatal",Not applicable
261120,14q11.2 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
2578,Mayer-Rokitansky-Küster-Hauser syndrome type 2,"Adolescent, Antenatal, Neonatal","Autosomal dominant, Not applicable"
2579,Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome,Childhood,Autosomal dominant
261112,Monosomy 9p syndrome,"Antenatal, Neonatal",
261102,Distal 7q11.23 microduplication syndrome,"Infancy, Neonatal",
2576,Mulibrey nanism,"Antenatal, Childhood, Infancy, Neonatal",Autosomal recessive
261236,16p13.11 microdeletion syndrome,"Infancy, Neonatal","Autosomal dominant, Not applicable"
2608,N syndrome,"Infancy, Neonatal",X-linked recessive
261243,16p13.11 microduplication syndrome,"Infancy, Neonatal","Not applicable, Unknown"
261222,Distal 16p11.2 microdeletion syndrome,"Antenatal, Infancy, Neonatal",Not applicable
1359,Carney complex,"Infancy, Neonatal",Autosomal dominant
2593,Tubular aggregate myopathy,"Adolescent, Adult, Childhood",Autosomal dominant
261229,14q11.2 microduplication syndrome,"Infancy, Neonatal",
2590,Spinal muscular atrophy-progressive myoclonic epilepsy syndrome,Childhood,Autosomal recessive
261204,16p11.2p12.2 microduplication syndrome,"Antenatal, Infancy, Neonatal",
2589,Myoclonus-cerebellar ataxia-deafness syndrome,Childhood,Autosomal dominant
261211,16p11.2p12.2 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
2588,Myhre syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant
261190,Cleft palate-congenital heart defect-intellectual disability syndrome due to 15q14 microdeletion,"Infancy, Neonatal","Not applicable, Unknown"
261197,Proximal 16p11.2 microdeletion syndrome,Childhood,"Autosomal dominant, Not applicable"
261295,20p12.3 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
261304,Paternal 20q13.2q13.3 microdeletion syndrome,"Antenatal, Neonatal",Not applicable
261279,17q23.1q23.2 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
261290,Trisomy 17p syndrome,"Infancy, Neonatal","Not applicable, Unknown"
2617,"Microcephalic primordial dwarfism, Montreal type","Infancy, Neonatal",
261265,17q12 microdeletion syndrome,"Antenatal, Infancy, Neonatal",Not applicable
261272,17q12 microduplication syndrome,"Antenatal, Infancy, Neonatal",
2616,3M syndrome,Antenatal,Autosomal recessive
261250,16q24.3 microdeletion syndrome,"Infancy, Neonatal","Not applicable, Unknown"
2613,Nail-patella-like renal disease,"Infancy, Neonatal",Autosomal dominant
261257,Distal 17p13.3 microdeletion syndrome,"Antenatal, Infancy, Neonatal",Not applicable
261344,Trisomy 1q syndrome,"Antenatal, Neonatal",
261337,Distal 22q11.2 microduplication syndrome,"Antenatal, Childhood, Infancy, Neonatal",Autosomal dominant
261476,Xp21 deletion syndrome,"Infancy, Neonatal",
261349,2p15p16.1 microdeletion syndrome,"Antenatal, Infancy, Neonatal",Not applicable
261318,Trisomy 20p syndrome,"Infancy, Neonatal","Not applicable, Unknown"
261311,20q13.33 microdeletion syndrome,Neonatal,Not applicable
2623,Geleophysic dysplasia,Childhood,"Autosomal dominant, Autosomal recessive"
261330,Distal 22q11.2 microdeletion syndrome,"Antenatal, Neonatal",Autosomal dominant
261323,21q22.11q22.12 microdeletion syndrome,"Infancy, Neonatal",Not applicable
261524,Paternal uniparental disomy of chromosome X syndrome,Neonatal,
2639,Fibular aplasia-complex brachydactyly syndrome,"Antenatal, Neonatal",Autosomal recessive
261519,Maternal uniparental disomy of chromosome X syndrome,Neonatal,
261534,"49,XXXYY syndrome",Neonatal,
261529,Ring chromosome Y syndrome,Neonatal,
2631,Mesomelic dwarfism-cleft palate-camptodactyly syndrome,Neonatal,Autosomal recessive
261494,Kleefstra syndrome,Neonatal,Autosomal dominant
261483,Xq27.3q28 duplication syndrome,"Infancy, Neonatal",X-linked recessive
2632,Langer mesomelic dysplasia,Antenatal,Autosomal recessive
2633,"Mesomelic dysplasia, Nievergelt type","Antenatal, Neonatal",Autosomal dominant
