OrphaCode,DiseaseName,GeneSymbol,GeneName,AssociationType,AssociationStatus
211,Familial cylindromatosis,CYLD,CYLD lysine 63 deubiquitinase,Disease-causing germline mutation(s) in,Assessed
2908,Kindler epidermolysis bullosa,FERMT1,FERM domain containing kindlin 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
486811,Prenatal-onset spinal muscular atrophy with congenital bone fractures,ASCC1,activating signal cointegrator 1 complex subunit 1,Disease-causing germline mutation(s) in,Assessed
486811,Prenatal-onset spinal muscular atrophy with congenital bone fractures,TRIP4,thyroid hormone receptor interactor 4,Disease-causing germline mutation(s) in,Assessed
486815,Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome,TRIP4,thyroid hormone receptor interactor 4,Disease-causing germline mutation(s) in,Assessed
485418,EMILIN-1-related connective tissue disease,EMILIN1,elastin microfibril interfacer 1,Disease-causing germline mutation(s) in,Assessed
485421,MFF-related encephalopathy due to mitochondrial and peroxisomal fission defect,MFF,mitochondrial fission factor,Disease-causing germline mutation(s) (loss of function) in,Assessed
485350,CLCN4-related X-linked intellectual disability syndrome,CLCN4,chloride voltage-gated channel 4,Disease-causing germline mutation(s) in,Assessed
485275,Acquired schizencephaly,EMX2,empty spiracles homeobox 2,Major susceptibility factor in,Assessed
485275,Acquired schizencephaly,SIX3,SIX homeobox 3,Major susceptibility factor in,Assessed
485275,Acquired schizencephaly,SHH,sonic hedgehog signaling molecule,Major susceptibility factor in,Assessed
482606,X-linked keloid scarring-reduced joint mobility-increased optic cup-to-disc ratio syndrome,FLNA,filamin A,Disease-causing germline mutation(s) (loss of function) in,Assessed
482601,Adenylosuccinate synthetase-like 1-related distal myopathy,ADSS1,adenylosuccinate synthase 1,Disease-causing germline mutation(s) in,Assessed
480864,Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,TANGO2,transport and golgi organization 2 homolog,Disease-causing germline mutation(s) (loss of function) in,Assessed
31837,Pulmonary venoocclusive disease,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
480907,X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome,TAF1,TATA-box binding protein associated factor 1,Disease-causing germline mutation(s) in,Assessed
480898,Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome,EMC1,ER membrane protein complex subunit 1,Disease-causing germline mutation(s) in,Assessed
480880,X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability,USP9X,ubiquitin specific peptidase 9 X-linked,Disease-causing germline mutation(s) (loss of function) in,Assessed
480556,Isolated neonatal sclerosing cholangitis,DCDC2,doublecortin domain containing 2,Disease-causing germline mutation(s) in,Assessed
480541,High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement,BCL6,BCL6 transcription repressor,Part of a fusion gene in,Assessed
480541,High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement,MYC,"MYC proto-oncogene, bHLH transcription factor",Part of a fusion gene in,Assessed
480541,High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement,BCL2,BCL2 apoptosis regulator,Part of a fusion gene in,Assessed
480851,Hereditary thrombocytopenia with early-onset myelofibrosis,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",Disease-causing germline mutation(s) (gain of function) in,Assessed
480682,POGLUT1-related limb-girdle muscular dystrophy R21,POGLUT1,protein O-glucosyltransferase 1,Disease-causing germline mutation(s) in,Assessed
481665,Pseudo-TORCH syndrome type 2,USP18,ubiquitin specific peptidase 18,Disease-causing germline mutation(s) (loss of function) in,Assessed
482077,HTRA1-related autosomal dominant cerebral small vessel disease,HTRA1,HtrA serine peptidase 1,Disease-causing germline mutation(s) in,Assessed
481986,Familial schizencephaly,COL4A1,collagen type IV alpha 1 chain,Disease-causing germline mutation(s) in,Assessed
481152,PYCR2-related microcephaly-progressive leukoencephalopathy,PYCR2,pyrroline-5-carboxylate reductase 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
481662,Familial Chilblain lupus,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
481662,Familial Chilblain lupus,TREX1,three prime repair exonuclease 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
481662,Familial Chilblain lupus,STING1,stimulator of interferon response cGAMP interactor 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
480476,Progressive familial intrahepatic cholestasis type 5,NR1H4,nuclear receptor subfamily 1 group H member 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
480491,MYO5B-related progressive familial intrahepatic cholestasis,MYO5B,myosin VB,Disease-causing germline mutation(s) in,Assessed
480483,Progressive familial intrahepatic cholestasis type 4,TJP2,tight junction protein 2,Disease-causing germline mutation(s) in,Assessed
480528,Lethal hydranencephaly-diaphragmatic hernia syndrome,PLAT,"plasminogen activator, tissue type",Disease-causing germline mutation(s) in,Assessed
480536,MSH3-related polyposis,MSH3,mutS homolog 3,Disease-causing germline mutation(s) (loss of function) in,Assessed
477814,Progressive microcephaly-seizures-cortical blindness-developmental delay syndrome,DIAPH1,diaphanous related formin 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
477787,Cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder,PLA2G4A,phospholipase A2 group IVA,Disease-causing germline mutation(s) in,Assessed
478029,Combined oxidative phosphorylation defect type 29,TXN2,thioredoxin 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
478042,Combined oxidative phosphorylation defect type 30,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",Disease-causing germline mutation(s) in,Assessed
477993,Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome,KDM1A,lysine demethylase 1A,Disease-causing germline mutation(s) in,Assessed
477857,Mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency,RORC,RAR related orphan receptor C,Disease-causing germline mutation(s) in,Assessed
477817,PMP22-RAI1 contiguous gene duplication syndrome,RAI1,retinoic acid induced 1,Role in the phenotype of,Assessed
477831,Kosaki overgrowth syndrome,PDGFRB,platelet derived growth factor receptor beta,Disease-causing germline mutation(s) in,Assessed
478049,Lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MIPEP,mitochondrial intermediate peptidase,Disease-causing germline mutation(s) in,Assessed
478664,Hereditary sensory and autonomic neuropathy type 8,PRDM12,PR/SET domain 12,Disease-causing germline mutation(s) in,Assessed
477661,IL21-related infantile inflammatory bowel disease,IL21,interleukin 21,Disease-causing germline mutation(s) in,Assessed
477684,Combined oxidative phosphorylation defect type 26,TRMT5,tRNA methyltransferase 5,Disease-causing germline mutation(s) in,Assessed
477673,Postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome,GPT2,glutamic--pyruvic transaminase 2,Disease-causing germline mutation(s) in,Assessed
477749,Pontine autosomal dominant microangiopathy with leukoencephalopathy,COL4A1,collagen type IV alpha 1 chain,Disease-causing germline mutation(s) in,Assessed
477742,Nodular fasciitis,USP6,ubiquitin specific peptidase 6,Part of a fusion gene in,Assessed
477742,Nodular fasciitis,MYH9,myosin heavy chain 9,Part of a fusion gene in,Assessed
477774,Combined oxidative phosphorylation defect type 27,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial",Disease-causing germline mutation(s) in,Assessed
476119,Autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome,SHH,sonic hedgehog signaling molecule,Disease-causing germline mutation(s) in,Assessed
476113,Combined immunodeficiency due to TFRC deficiency,TFRC,transferrin receptor,Disease-causing germline mutation(s) in,Assessed
476126,Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome,TRIO,trio Rho guanine nucleotide exchange factor,Disease-causing germline mutation(s) (loss of function) in,Assessed
476406,Congenital generalized hypercontractile muscle stiffness syndrome,TPM3,tropomyosin 3,Disease-causing germline mutation(s) (gain of function) in,Assessed
476394,PMP2-related Charcot-Marie-Tooth disease type 1,PMP2,peripheral myelin protein 2,Disease-causing germline mutation(s) in,Assessed
493342,Vibratory urticaria,ADGRE2,adhesion G protein-coupled receptor E2,Disease-causing germline mutation(s) (gain of function) in,Assessed
488642,TELO2-related intellectual disability-neurodevelopmental disorder,TELO2,telomere maintenance 2,Disease-causing germline mutation(s) in,Assessed
488647,DDX41-related hematologic malignancy predisposition syndrome,DDX41,DEAD-box helicase 41,Major susceptibility factor in,Assessed
488650,"Distal myopathy, Tateyama type",CAV3,caveolin 3,Disease-causing germline mutation(s) in,Assessed
488618,Transketolase deficiency,TKT,transketolase,Disease-causing germline mutation(s) in,Assessed
488627,Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome,PUS3,pseudouridine synthase 3,Disease-causing germline mutation(s) in,Assessed
488632,TBCK-related encephalopathy-severe hypotonia-craniofacial dysmorphism syndrome,TBCK,TBC1 domain containing kinase,Disease-causing germline mutation(s) in,Assessed
488635,Early-onset epilepsy-intellectual disability-brain anomalies syndrome,PIGG,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group),Disease-causing germline mutation(s) (loss of function) in,Assessed
488265,Osteofibrous dysplasia,MET,"MET proto-oncogene, receptor tyrosine kinase",Disease-causing germline mutation(s) (gain of function) in,Assessed
488232,Split-foot malformation-mesoaxial polydactyly syndrome,MAP3K20,mitogen-activated protein kinase kinase kinase 20,Disease-causing germline mutation(s) in,Assessed
488333,Autosomal dominant Charcot-Marie-Tooth disease type 2W,HARS1,histidyl-tRNA synthetase 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
488437,SIX2-related frontonasal dysplasia,SIX2,SIX homeobox 2,Role in the phenotype of,Assessed
488613,Global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome,GNB1,G protein subunit beta 1,Disease-causing germline mutation(s) in,Assessed
488594,Autosomal recessive spastic paraplegia type 76,CAPN1,calpain 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
488197,Familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome,MIR204,microRNA 204,Disease-causing germline mutation(s) (gain of function) in,Assessed
488168,Microcephaly-congenital cataract-psoriasiform dermatitis syndrome,MSMO1,methylsterol monooxygenase 1,Disease-causing germline mutation(s) in,Assessed
488191,Female infertility due to oocyte meiotic arrest,TLE6,"TLE family member 6, subcortical maternal complex member",Disease-causing germline mutation(s) in,Assessed
488191,Female infertility due to oocyte meiotic arrest,ZFP36L2,ZFP36 like 2 zinc finger CCCH-type,Disease-causing germline mutation(s) in,Assessed
488191,Female infertility due to oocyte meiotic arrest,WEE2,WEE2 oocyte meiosis inhibiting kinase,Disease-causing germline mutation(s) (loss of function) in,Assessed
488191,Female infertility due to oocyte meiotic arrest,PANX1,pannexin 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
488191,Female infertility due to oocyte meiotic arrest,PATL2,PAT1 homolog 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
488191,Female infertility due to oocyte meiotic arrest,TUBB8,tubulin beta 8 class VIII,Disease-causing germline mutation(s) in,Assessed
487796,Takenouchi-Kosaki syndrome,CDC42,cell division cycle 42,Disease-causing germline mutation(s) in,Assessed
487814,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation,DGAT2,diacylglycerol O-acyltransferase 2,Disease-causing germline mutation(s) in,Assessed
487825,Pierpont syndrome,TBL1XR1,TBL1X/Y related 1,Disease-causing germline mutation(s) in,Assessed
31150,Tangier disease,ABCA1,ATP binding cassette subfamily A member 1,Disease-causing germline mutation(s) in,Assessed
31043,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement,CLDN16,claudin 16,Disease-causing germline mutation(s) (loss of function) in,Assessed
31112,Dermatofibrosarcoma protuberans,COL1A1,collagen type I alpha 1 chain,Part of a fusion gene in,Assessed
31112,Dermatofibrosarcoma protuberans,PDGFB,platelet derived growth factor subunit B,Part of a fusion gene in,Assessed
30924,Primary hypomagnesemia with secondary hypocalcemia,TRPM6,transient receptor potential cation channel subfamily M member 6,Disease-causing germline mutation(s) in,Assessed
30925,Hereditary arginine vasopressin deficiency,AVP,arginine vasopressin,Disease-causing germline mutation(s) (loss of function) in,Assessed
476084,BVES-related limb-girdle muscular dystrophy,POPDC1,popeye domain cAMP effector 1,Disease-causing germline mutation(s) in,Assessed
476096,Erythrokeratodermia-cardiomyopathy syndrome,DSP,desmoplakin,Disease-causing germline mutation(s) in,Assessed
476093,HSPB8-related autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome,HSPB8,heat shock protein family B (small) member 8,Disease-causing germline mutation(s) in,Assessed
71278,Congenital brain dysgenesis due to glutamine synthetase deficiency,GLUL,glutamate-ammonia ligase,Disease-causing germline mutation(s) (loss of function) in,Assessed
71271,Split hand-split foot-deafness syndrome,DLX5,distal-less homeobox 5,Disease-causing germline mutation(s) in,Assessed
71275,Rh deficiency syndrome,RHCE,Rh blood group CcEe antigens,Disease-causing germline mutation(s) in,Assessed
71275,Rh deficiency syndrome,RHD,Rh blood group D antigen,Disease-causing germline mutation(s) in,Assessed
71275,Rh deficiency syndrome,RHAG,Rh associated glycoprotein,Disease-causing germline mutation(s) in,Assessed
71277,Classic glucose transporter type 1 deficiency syndrome,SLC2A1,solute carrier family 2 member 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
71212,Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,HADH,hydroxyacyl-CoA dehydrogenase,Disease-causing germline mutation(s) in,Assessed
70592,Transient predisposition to invasive pyogenic bacterial infection,MYD88,MYD88 innate immune signal transduction adaptor,Disease-causing germline mutation(s) in,Assessed
70592,Transient predisposition to invasive pyogenic bacterial infection,IRAK4,interleukin 1 receptor associated kinase 4,Disease-causing germline mutation(s) in,Assessed
70595,Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome,POLG,"DNA polymerase gamma, catalytic subunit",Disease-causing germline mutation(s) in,Assessed
70594,Dopa-responsive dystonia due to sepiapterin reductase deficiency,SPR,sepiapterin reductase,Disease-causing germline mutation(s) in,Assessed
70573,Small cell lung cancer,RB1,RB transcriptional corepressor 1,Disease-causing somatic mutation(s) in,Assessed
70573,Small cell lung cancer,TP53,tumor protein p53,Disease-causing somatic mutation(s) in,Assessed
70573,Small cell lung cancer,TP73,tumor protein p73,Disease-causing somatic mutation(s) in,Assessed
70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",LRPPRC,leucine rich pentatricopeptide repeat containing,Disease-causing germline mutation(s) in,Assessed
70567,Cholangiocarcinoma,BRCA1,BRCA1 DNA repair associated,Disease-causing somatic mutation(s) in,Assessed
70567,Cholangiocarcinoma,BRCA2,BRCA2 DNA repair associated,Disease-causing somatic mutation(s) in,Assessed
70567,Cholangiocarcinoma,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",Part of a fusion gene in,Assessed
70567,Cholangiocarcinoma,PTPN3,protein tyrosine phosphatase non-receptor type 3,Disease-causing somatic mutation(s) in,Assessed
69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,SOX18,SRY-box transcription factor 18,Disease-causing germline mutation(s) in,Assessed
69737,Bosley-Salih-Alorainy syndrome,HOXA1,homeobox A1,Disease-causing germline mutation(s) in,Assessed
69739,Athabaskan brainstem dysgenesis syndrome,HOXA1,homeobox A1,Disease-causing germline mutation(s) in,Assessed
69663,Low phospholipid-associated cholelithiasis,ABCB4,ATP binding cassette subfamily B member 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
69665,Intrahepatic cholestasis of pregnancy,ABCB11,ATP binding cassette subfamily B member 11,Major susceptibility factor in,Assessed
69665,Intrahepatic cholestasis of pregnancy,ABCB4,ATP binding cassette subfamily B member 4,Major susceptibility factor in,Assessed
69665,Intrahepatic cholestasis of pregnancy,ATP8B1,ATPase phospholipid transporting 8B1,Major susceptibility factor in,Assessed
69723,Tyrosinemia type 3,HPD,4-hydroxyphenylpyruvate dioxygenase,Disease-causing germline mutation(s) (loss of function) in,Assessed
69126,PAPA syndrome,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,Disease-causing germline mutation(s) in,Assessed
69087,Naegeli-Franceschetti-Jadassohn syndrome,KRT14,keratin 14,Disease-causing germline mutation(s) in,Assessed
69088,Hypohidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,Disease-causing germline mutation(s) in,Assessed
69085,Limb-mammary syndrome,TP63,tumor protein p63,Disease-causing germline mutation(s) in,Assessed
69084,Pure hair and nail ectodermal dysplasia,KRT85,keratin 85,Disease-causing germline mutation(s) in,Assessed
69084,Pure hair and nail ectodermal dysplasia,KRT74,keratin 74,Disease-causing germline mutation(s) (loss of function) in,Assessed
69084,Pure hair and nail ectodermal dysplasia,HOXC13,homeobox C13,Disease-causing germline mutation(s) (loss of function) in,Assessed
69076,Familial renal glucosuria,SLC5A2,solute carrier family 5 member 2,Disease-causing germline mutation(s) in,Assessed
69063,Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization,MME,membrane metalloendopeptidase,Disease-causing germline mutation(s) in,Assessed
67046,3-methylglutaconic aciduria type 1,AUH,AU RNA binding methylglutaconyl-CoA hydratase,Disease-causing germline mutation(s) (loss of function) in,Assessed
67047,3-methylglutaconic aciduria type 3,MICOS13,mitochondrial contact site and cristae organizing system subunit 13,Disease-causing germline mutation(s) in,Assessed
67047,3-methylglutaconic aciduria type 3,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Disease-causing germline mutation(s) in,Assessed
67044,Thrombocytopenia with congenital dyserythropoietic anemia,GATA1,GATA binding protein 1,Disease-causing germline mutation(s) in,Assessed
67045,X-linked intellectual disability with isolated growth hormone deficiency,SOX3,SRY-box transcription factor 3,Disease-causing germline mutation(s) in,Assessed
67042,Late-onset retinal degeneration,C1QTNF5,C1q and TNF related 5,Disease-causing germline mutation(s) in,Assessed
67041,Hyaluronidase deficiency,HYAL1,hyaluronidase 1,Disease-causing germline mutation(s) in,Assessed
67038,B-cell chronic lymphocytic leukemia,P2RX7,purinergic receptor P2X 7,Biomarker tested in,Assessed
67038,B-cell chronic lymphocytic leukemia,IGHV3-21,immunoglobulin heavy variable 3-21,Biomarker tested in,Assessed
67038,B-cell chronic lymphocytic leukemia,ATM,ATM serine/threonine kinase,Disease-causing somatic mutation(s) in,Assessed
67038,B-cell chronic lymphocytic leukemia,CCND1,cyclin D1,Part of a fusion gene in,Assessed
67038,B-cell chronic lymphocytic leukemia,TP53,tumor protein p53,Disease-causing somatic mutation(s) in,Assessed
67038,B-cell chronic lymphocytic leukemia,ARL11,ARF like GTPase 11,Major susceptibility factor in,Assessed
67038,B-cell chronic lymphocytic leukemia,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker),Part of a fusion gene in,Assessed
67038,B-cell chronic lymphocytic leukemia,RPS15,ribosomal protein S15,Disease-causing somatic mutation(s) in,Assessed
67038,B-cell chronic lymphocytic leukemia,IKZF3,IKAROS family zinc finger 3,Disease-causing somatic mutation(s) in,Assessed
67036,Autosomal dominant optic atrophy and cataract,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Disease-causing germline mutation(s) in,Assessed
66637,Diaphanospondylodysostosis,BMPER,BMP binding endothelial regulator,Disease-causing germline mutation(s) (loss of function) in,Assessed
66634,Dilated cardiomyopathy with ataxia,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,Disease-causing germline mutation(s) in,Assessed
66631,CEDNIK syndrome,SNAP29,synaptosome associated protein 29,Disease-causing germline mutation(s) (loss of function) in,Assessed
66629,Goldberg-Shprintzen megacolon syndrome,KIFBP,kinesin family binding protein,Disease-causing germline mutation(s) (loss of function) in,Assessed
66628,Obesity due to congenital leptin deficiency,LEP,leptin,Disease-causing germline mutation(s) in,Assessed
65282,Carvajal syndrome,DSP,desmoplakin,Disease-causing germline mutation(s) in,Assessed
65285,Lhermitte-Duclos disease,PTEN,phosphatase and tensin homolog,Disease-causing germline mutation(s) (loss of function) in,Assessed
65284,Biotin-thiamine-responsive basal ganglia disease,SLC19A3,solute carrier family 19 member 3,Disease-causing germline mutation(s) in,Assessed
65287,Beta-ureidopropionase deficiency,UPB1,beta-ureidopropionase 1,Disease-causing germline mutation(s) in,Assessed
65288,Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,PTF1A,pancreas associated transcription factor 1a,Disease-causing germline mutation(s) in,Assessed
65684,Monomelic amyotrophy,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1,Major susceptibility factor in,Assessed
65684,Monomelic amyotrophy,CEP126,centrosomal protein 126,Major susceptibility factor in,Assessed
65748,Multiple self-healing squamous epithelioma,TGFBR1,transforming growth factor beta receptor 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
65743,Autosomal dominant multiple pterygium syndrome,MYH3,myosin heavy chain 3,Disease-causing germline mutation(s) in,Assessed
65759,Carpenter syndrome,MEGF8,multiple EGF like domains 8,Disease-causing germline mutation(s) in,Assessed
65759,Carpenter syndrome,RAB23,"RAB23, member RAS oncogene family",Disease-causing germline mutation(s) (loss of function) in,Assessed
64748,Dejerine-Sottas syndrome,PMP22,peripheral myelin protein 22,Disease-causing germline mutation(s) in,Assessed
64748,Dejerine-Sottas syndrome,PRX,periaxin,Disease-causing germline mutation(s) (loss of function) in,Assessed
64748,Dejerine-Sottas syndrome,EGR2,early growth response 2,Disease-causing germline mutation(s) in,Assessed
64748,Dejerine-Sottas syndrome,MPZ,myelin protein zero,Disease-causing germline mutation(s) in,Assessed
64751,Hereditary motor and sensory neuropathy type 5,MFN2,mitofusin 2,Disease-causing germline mutation(s) in,Assessed
562509,Heme oxygenase-1 deficiency,HMOX1,heme oxygenase 1,Disease-causing germline mutation(s) in,Assessed
64752,Hereditary sensory and autonomic neuropathy type 5,NGF,nerve growth factor,Disease-causing germline mutation(s) in,Assessed
64753,Spinocerebellar ataxia with axonal neuropathy type 2,SETX,senataxin,Disease-causing germline mutation(s) (loss of function) in,Assessed
64753,Spinocerebellar ataxia with axonal neuropathy type 2,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,Disease-causing germline mutation(s) in,Assessed
64754,Nevus comedonicus syndrome,NEK9,NIMA related kinase 9,Disease-causing somatic mutation(s) in,Assessed
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,NALCN,"sodium leak channel, non-selective",Disease-causing germline mutation(s) in,Assessed
64755,Becker nevus syndrome,ACTB,actin beta,Disease-causing somatic mutation(s) in,Assessed
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,SOBP,sine oculis binding protein homolog,Disease-causing germline mutation(s) in,Assessed
562538,Autosomal recessive extra-oral halitosis,SELENBP1,selenium binding protein 1,Disease-causing germline mutation(s) in,Assessed
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,TMEM94,transmembrane protein 94,Disease-causing germline mutation(s) (loss of function) in,Assessed
64280,Childhood absence epilepsy,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,Major susceptibility factor in,Assessed
64739,Ovarian hyperstimulation syndrome,FSHR,follicle stimulating hormone receptor,Major susceptibility factor in,Assessed
63269,Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis,POR,cytochrome p450 oxidoreductase,Disease-causing germline mutation(s) (loss of function) in,Assessed
63260,Craniorachischisis,DACT1,dishevelled binding antagonist of beta catenin 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
63442,Angel-shaped phalango-epiphyseal dysplasia,GDF5,growth differentiation factor 5,Disease-causing germline mutation(s) (loss of function) in,Assessed
63273,FLNC-related handgrip and calf weakness-distal myopathy,FLNC,filamin C,Disease-causing germline mutation(s) in,Assessed
63446,Acrocapitofemoral dysplasia,IHH,Indian hedgehog signaling molecule,Disease-causing germline mutation(s) in,Assessed
60040,Megalencephaly-capillary malformation-polymicrogyria syndrome,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Disease-causing somatic mutation(s) in,Assessed
60033,Idiopathic bronchiectasis,SCNN1A,sodium channel epithelial 1 subunit alpha,Disease-causing germline mutation(s) in,Assessed
60033,Idiopathic bronchiectasis,SCNN1B,sodium channel epithelial 1 subunit beta,Disease-causing germline mutation(s) in,Assessed
60033,Idiopathic bronchiectasis,SCNN1G,sodium channel epithelial 1 subunit gamma,Disease-causing germline mutation(s) in,Assessed
59303,Neonatal ichthyosis-sclerosing cholangitis syndrome,CLDN1,claudin 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
59306,McLeod neuroacanthocytosis syndrome,XK,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",Disease-causing germline mutation(s) in,Assessed
60015,Enlarged parietal foramina,ALX4,ALX homeobox 4,Disease-causing germline mutation(s) (loss of function) in,Assessed
60015,Enlarged parietal foramina,MSX2,msh homeobox 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
60025,Pulmonary alveolar microlithiasis,SLC34A2,solute carrier family 34 member 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
564178,Primary hypomagnesemia-refractory seizures-intellectual disability syndrome,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,Disease-causing germline mutation(s) in,Assessed
60030,Loeys-Dietz syndrome,TGFB2,transforming growth factor beta 2,Disease-causing germline mutation(s) in,Assessed
60030,Loeys-Dietz syndrome,TGFB3,transforming growth factor beta 3,Disease-causing germline mutation(s) in,Assessed
60030,Loeys-Dietz syndrome,SMAD2,SMAD family member 2,Disease-causing germline mutation(s) in,Assessed
60030,Loeys-Dietz syndrome,SMAD3,SMAD family member 3,Disease-causing germline mutation(s) in,Assessed
60030,Loeys-Dietz syndrome,IPO8,importin 8,Disease-causing germline mutation(s) (loss of function) in,Assessed
60030,Loeys-Dietz syndrome,TGFBR1,transforming growth factor beta receptor 1,Disease-causing germline mutation(s) in,Assessed
60030,Loeys-Dietz syndrome,TGFBR2,transforming growth factor beta receptor 2,Disease-causing germline mutation(s) in,Assessed
563708,Syndromic congenital sodium diarrhea,SPINT2,"serine peptidase inhibitor, Kunitz type 2",Disease-causing germline mutation(s) (loss of function) in,Assessed
59181,Sorsby fundus dystrophy,TIMP3,TIMP metallopeptidase inhibitor 3,Disease-causing germline mutation(s) in,Assessed
59135,Laing distal myopathy,MYH7,myosin heavy chain 7,Disease-causing germline mutation(s) in,Assessed
58017,Classic hairy cell leukemia,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",Disease-causing somatic mutation(s) in,Assessed
55595,TNP03-related limb-girdle muscular dystrophy D2,TNPO3,transportin 3,Disease-causing germline mutation(s) in,Assessed
55596,HNRNPDL-related limb-girdle muscular dystrophy D3,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like,Disease-causing germline mutation(s) in,Assessed
54595,Craniopharyngioma,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",Disease-causing somatic mutation(s) in,Assessed
54595,Craniopharyngioma,CTNNB1,catenin beta 1,Disease-causing somatic mutation(s) in,Assessed
56304,Atelosteogenesis type II,SLC26A2,solute carrier family 26 member 2,Disease-causing germline mutation(s) in,Assessed
56305,Atelosteogenesis type III,FLNB,filamin B,Disease-causing germline mutation(s) in,Assessed
563612,Isolated exencephaly,VANGL2,VANGL planar cell polarity protein 2,Major susceptibility factor in,Assessed
563612,Isolated exencephaly,MTHFR,methylenetetrahydrofolate reductase,Major susceptibility factor in,Assessed
563609,Isolated anencephaly,VANGL2,VANGL planar cell polarity protein 2,Major susceptibility factor in,Assessed
